item_id,category,device_name,brand,department,purchase_year,age_years,weight_kg,condition_score,condition_class,power_watts,status,recommended_action,date_collected,contains_hazardous,replacement_cost,embodied_energy_kwh
EW-2026-0161,Mobile Device,Xiaomi iPad Air (4th Gen),Xiaomi,Hardware R&D,2016,10,0.39,10,Good,8.4,In Use,Reuse,2024-01-10,No,599,100
EW-2026-0162,Mobile Device,Apple Redmi Note 10 Pro,Apple,IT Operations & Security,2014,12,0.21,8,Good,5.1,In Use,Reuse,2024-05-10,No,279,70
EW-2026-0163,Storage,Crucial Samsung 970 EVO 1TB SSD,Crucial,Sales & Marketing,2022,4,0.08,4,Fair,2.8,Processed,Repair,2026-02-22,No,120,80
EW-2026-0164,Computer,ASUS EliteBook 840 G8 Laptop,ASUS,Software Engineering,2024,2,1.31,9,Good,59.7,Processed,Reuse,2026-01-09,No,1300,1200
EW-2026-0165,Mobile Device,Samsung iPhone 12 Pro,Samsung,IT Operations & Security,2015,11,0.17,8,Good,5.3,Processed,Reuse,2025-03-30,No,999,80
EW-2026-0166,Monitor,"LG P2722H 27"" Monitor",LG,Customer Operations,2017,9,5.29,1,Hazardous,28.1,Collected,Dispose,2024-05-03,Yes,320,750
EW-2026-0167,Storage,Western Digital SanDisk Extreme Portable 1TB,Western Digital,Human Resources,2021,5,0.05,1,Hazardous,2.9,Collected,Dispose,2025-05-26,No,140,70
EW-2026-0168,Storage,Samsung Samsung 970 EVO 1TB SSD,Samsung,Software Engineering,2019,7,0.07,7,Good,3.1,Collected,Reuse,2025-11-26,No,120,80
EW-2026-0169,Peripheral,Logitech LaserJet Pro MFP M428fdw,Logitech,Customer Operations,2017,9,13.7,1,Hazardous,51.0,In Use,Dispose,2025-03-12,Yes,450,300
EW-2026-0170,Peripheral,Epson Epson EcoTank L3250,Epson,Customer Operations,2015,11,4.46,3,Poor,12.3,In Use,Recycle,2024-12-27,No,220,200
EW-2026-0171,Battery,HP CP1500PFCLCD UPS,HP,Human Resources,2020,6,11.61,6,Fair,7.8,In Use,Recycle,2024-09-06,No,280,250
EW-2026-0172,Battery,Dell Laptop Battery 62Wh,Dell,IT Operations & Security,2018,8,0.29,9,Good,0.0,Collected,Reuse,2025-08-18,No,70,50
EW-2026-0173,Peripheral,Canon K120 Wired Keyboard,Canon,Finance & Accounting,2024,2,0.47,8,Good,2.0,In Use,Reuse,2025-04-05,No,15,20
EW-2026-0174,Mobile Device,Xiaomi Galaxy S21 Ultra,Xiaomi,Hardware R&D,2016,10,0.21,7,Good,6.3,In Use,Reuse,2024-12-05,No,1199,80
EW-2026-0175,Networking,Ubiquiti Juniper EX2300 Switch,Ubiquiti,Software Engineering,2014,12,3.32,2,Poor,53.4,In Use,Recycle,2024-07-10,No,1200,400
EW-2026-0176,Monitor,"Dell LG 27MP400 27""",Dell,Hardware R&D,2024,2,3.45,6,Fair,26.5,Collected,Repair,2025-08-07,No,210,750
EW-2026-0177,Peripheral,Logitech Epson EcoTank L3250,Logitech,Human Resources,2016,10,3.45,10,Good,12.2,Collected,Reuse,2024-03-29,No,220,200
EW-2026-0178,Mobile Device,Apple Pixel 6 Pro,Apple,Hardware R&D,2019,7,0.23,1,Hazardous,4.9,In Use,Dispose,2025-05-16,Yes,899,80
EW-2026-0179,Peripheral,A4Tech LaserJet Pro MFP M428fdw,A4Tech,Hardware R&D,2020,6,10.83,6,Fair,45.7,Processed,Recycle,2024-01-08,No,450,300
EW-2026-0180,Networking,Netgear TL-SG1024 24-Port Switch,Netgear,Human Resources,2024,2,2.67,4,Fair,14.2,In Use,Recycle,2026-03-04,No,110,250
EW-2026-0181,Mobile Device,Xiaomi Redmi Note 10 Pro,Xiaomi,IT Operations & Security,2015,11,0.2,2,Poor,4.6,Collected,Recycle,2025-12-29,No,279,70
EW-2026-0182,Battery,Dell Eaton 5S 1500VA UPS,Dell,Software Engineering,2017,9,11.08,7,Good,7.9,Processed,Reuse,2024-01-06,No,260,250
EW-2026-0183,Battery,APC Laptop Battery 62Wh,APC,Software Engineering,2018,8,0.37,8,Good,0.0,Collected,Reuse,2025-09-04,No,70,50
EW-2026-0184,Computer,Dell ThinkCentre M90q Tiny,Dell,Finance & Accounting,2017,9,1.45,10,Good,81.3,Processed,Reuse,2025-03-15,No,750,1200
EW-2026-0185,Computer,"Dell iMac 27"" Retina",Dell,Hardware R&D,2017,9,8.07,6,Fair,134.4,Collected,Recycle,2025-11-14,No,1800,1200
EW-2026-0186,Computer,"Dell iMac 27"" Retina",Dell,Hardware R&D,2016,10,8.75,6,Fair,147.4,Processed,Repair,2024-05-15,No,1800,1200
EW-2026-0187,Computer,HP ThinkCentre M90q Tiny,HP,Hardware R&D,2024,2,1.5,4,Fair,81.4,Collected,Recycle,2026-03-09,No,750,1200
EW-2026-0188,Mobile Device,Apple Redmi Note 10 Pro,Apple,Customer Operations,2025,1,0.19,7,Good,4.5,Collected,Reuse,2025-03-13,No,279,70
EW-2026-0189,Mobile Device,Xiaomi Redmi Note 10 Pro,Xiaomi,Sales & Marketing,2016,10,0.2,4,Fair,5.4,In Use,Repair,2024-04-15,No,279,70
EW-2026-0190,Networking,Ubiquiti UniFi AP AC Pro,Ubiquiti,Hardware R&D,2022,4,0.38,9,Good,8.9,Collected,Reuse,2024-08-01,No,150,150
EW-2026-0191,Mobile Device,Apple Galaxy Tab S7,Apple,Sales & Marketing,2022,4,0.45,3,Poor,8.7,In Use,Recycle,2025-12-20,No,649,100
EW-2026-0192,Mobile Device,Xiaomi Redmi Note 10 Pro,Xiaomi,Human Resources,2023,3,0.22,2,Poor,5.1,Collected,Recycle,2025-09-25,No,279,70
EW-2026-0193,Computer,"Apple MacBook Pro 16""",Apple,Customer Operations,2022,4,2.23,10,Good,93.7,Collected,Reuse,2025-12-28,No,2400,1200
EW-2026-0194,Monitor,"Dell UltraSharp U2422H 24""",Dell,Sales & Marketing,2013,13,4.1,2,Poor,21.6,In Use,Recycle,2024-08-15,No,250,750
EW-2026-0195,Peripheral,HP MX Keys & Master 3 Combo,HP,Sales & Marketing,2024,2,0.83,5,Fair,4.9,Processed,Repair,2026-01-30,No,200,50
EW-2026-0196,Storage,Crucial WD Red Plus 4TB HDD,Crucial,Sales & Marketing,2023,3,0.57,1,Hazardous,6.2,Collected,Dispose,2024-05-07,No,110,100
EW-2026-0197,Monitor,"Dell BenQ GW2780 27""",Dell,Hardware R&D,2013,13,4.81,2,Poor,25.4,Processed,Recycle,2026-03-06,No,230,750
EW-2026-0198,Computer,ASUS ThinkPad T14 Laptop,ASUS,Software Engineering,2025,1,1.29,6,Fair,59.5,Collected,Recycle,2024-08-14,No,1200,1200
EW-2026-0199,Battery,Eaton Eaton 5S 1500VA UPS,Eaton,Finance & Accounting,2024,2,9.83,2,Poor,7.3,In Use,Dispose,2024-01-03,Yes,260,250
EW-2026-0200,Networking,Juniper TL-SG1024 24-Port Switch,Juniper,Finance & Accounting,2016,10,2.1,5,Fair,16.3,In Use,Repair,2026-01-01,No,110,250
EW-2026-0201,Peripheral,A4Tech MX Keys & Master 3 Combo,A4Tech,Software Engineering,2013,13,0.66,2,Poor,4.8,In Use,Recycle,2024-02-03,No,200,50
EW-2026-0202,Peripheral,Epson LaserJet Pro MFP M428fdw,Epson,Customer Operations,2014,12,11.78,9,Good,49.9,Collected,Reuse,2024-12-07,No,450,300
EW-2026-0203,Storage,Kingston WD Red Plus 4TB HDD,Kingston,IT Operations & Security,2013,13,0.53,1,Hazardous,6.0,Processed,Dispose,2025-09-13,No,110,100
EW-2026-0204,Computer,Apple OptiPlex 7080 Desktop,Apple,Sales & Marketing,2016,10,8.55,7,Good,187.2,In Use,Reuse,2024-12-20,No,850,1200
EW-2026-0205,Battery,HP Back-UPS Pro BR1500MS,HP,Sales & Marketing,2018,8,10.18,1,Hazardous,7.5,In Use,Dispose,2024-08-29,Yes,300,250
EW-2026-0206,Peripheral,A4Tech MX Keys & Master 3 Combo,A4Tech,Hardware R&D,2024,2,0.8,3,Poor,5.3,In Use,Recycle,2025-07-21,No,200,50
EW-2026-0207,Computer,"Apple MacBook Pro 16""",Apple,Software Engineering,2017,9,1.76,3,Poor,87.3,In Use,Recycle,2025-11-04,No,2400,1200
EW-2026-0208,Storage,Western Digital SanDisk Extreme Portable 1TB,Western Digital,IT Operations & Security,2016,10,0.05,6,Fair,3.2,Collected,Recycle,2024-12-02,No,140,70
EW-2026-0209,Computer,ASUS EliteBook 840 G8 Laptop,ASUS,Customer Operations,2024,2,1.26,2,Poor,64.1,In Use,Recycle,2025-11-15,No,1300,1200
EW-2026-0210,Networking,Cisco Nighthawk AX12 Router,Cisco,Human Resources,2017,9,1.78,2,Poor,17.2,In Use,Recycle,2025-12-28,No,350,200
EW-2026-0211,Mobile Device,Google iPad Air (4th Gen),Google,Software Engineering,2014,12,0.46,7,Good,8.5,Collected,Reuse,2025-08-13,No,599,100
EW-2026-0212,Mobile Device,Xiaomi Galaxy S21 Ultra,Xiaomi,IT Operations & Security,2022,4,0.26,6,Fair,5.8,Collected,Recycle,2024-03-08,No,1199,80
EW-2026-0213,Networking,TP-Link UniFi AP AC Pro,TP-Link,Sales & Marketing,2014,12,0.34,5,Fair,9.0,Collected,Recycle,2025-04-08,No,150,150
EW-2026-0214,Battery,Eaton Eaton 5S 1500VA UPS,Eaton,Software Engineering,2017,9,9.23,9,Good,8.0,Collected,Reuse,2024-05-21,No,260,250
EW-2026-0215,Peripheral,HP A4Tech FK10 Keyboard,HP,Sales & Marketing,2014,12,0.62,1,Hazardous,2.1,Processed,Dispose,2025-12-15,No,12,20
EW-2026-0216,Storage,Seagate SanDisk Extreme Portable 1TB,Seagate,Software Engineering,2023,3,0.05,2,Poor,2.7,Processed,Recycle,2024-03-25,No,140,70
EW-2026-0217,Networking,Cisco UniFi AP AC Pro,Cisco,Finance & Accounting,2016,10,0.29,8,Good,8.8,Processed,Reuse,2026-02-03,No,150,150
EW-2026-0218,Computer,Apple EliteBook 840 G8 Laptop,Apple,IT Operations & Security,2024,2,1.08,7,Good,62.2,In Use,Reuse,2025-04-26,No,1300,1200
EW-2026-0219,Computer,Apple ThinkPad T14 Laptop,Apple,IT Operations & Security,2025,1,1.57,8,Good,64.5,Processed,Reuse,2024-07-05,No,1200,1200
EW-2026-0220,Peripheral,Logitech MX Keys & Master 3 Combo,Logitech,Sales & Marketing,2014,12,0.94,6,Fair,5.4,In Use,Repair,2026-02-09,No,200,50
EW-2026-0221,Networking,Juniper UniFi AP AC Pro,Juniper,Sales & Marketing,2021,5,0.29,7,Good,8.4,Processed,Reuse,2024-11-04,No,150,150
EW-2026-0222,Computer,HP ThinkPad T14 Laptop,HP,Sales & Marketing,2020,6,1.35,8,Good,59.2,In Use,Reuse,2025-10-18,No,1200,1200
EW-2026-0223,Mobile Device,Xiaomi Galaxy S21 Ultra,Xiaomi,Finance & Accounting,2021,5,0.23,3,Poor,6.1,Processed,Recycle,2026-01-08,No,1199,80
EW-2026-0224,Battery,Dell Laptop Battery 62Wh,Dell,IT Operations & Security,2023,3,0.31,9,Good,0.0,In Use,Reuse,2025-04-23,No,70,50
EW-2026-0225,Mobile Device,Xiaomi iPad Air (4th Gen),Xiaomi,IT Operations & Security,2014,12,0.38,9,Good,7.7,Collected,Reuse,2024-05-14,No,599,100
EW-2026-0226,Mobile Device,Samsung Galaxy S21 Ultra,Samsung,Customer Operations,2013,13,0.2,7,Good,6.3,Collected,Reuse,2025-02-19,No,1199,80
EW-2026-0227,Battery,CyberPower ThinkPad Internal Battery,CyberPower,Sales & Marketing,2017,9,0.24,6,Fair,0.0,Collected,Recycle,2025-04-23,No,60,40
EW-2026-0228,Mobile Device,Google Redmi Note 10 Pro,Google,Software Engineering,2015,11,0.16,4,Fair,5.0,Processed,Recycle,2024-05-12,No,279,70
EW-2026-0229,Networking,TP-Link UniFi AP AC Pro,TP-Link,Human Resources,2018,8,0.29,9,Good,8.9,In Use,Reuse,2026-02-01,No,150,150
EW-2026-0230,Battery,Eaton CP1500PFCLCD UPS,Eaton,Software Engineering,2024,2,11.83,1,Hazardous,7.3,Collected,Dispose,2024-06-06,Yes,280,250
EW-2026-0231,Peripheral,A4Tech Canon imageCLASS LBP6030w,A4Tech,Sales & Marketing,2020,6,5.36,8,Good,38.2,Collected,Reuse,2025-05-29,No,150,200
EW-2026-0232,Networking,TP-Link Nighthawk AX12 Router,TP-Link,Software Engineering,2017,9,1.57,1,Hazardous,16.4,In Use,Dispose,2025-05-06,Yes,350,200
EW-2026-0233,Storage,Seagate IronWolf 6TB NAS HDD,Seagate,Customer Operations,2014,12,0.71,8,Good,7.9,Collected,Reuse,2024-07-10,No,150,100
EW-2026-0234,Storage,Kingston SanDisk Extreme Portable 1TB,Kingston,Software Engineering,2022,4,0.06,6,Fair,3.2,In Use,Repair,2024-06-29,No,140,70
EW-2026-0235,Battery,Eaton Laptop Battery 62Wh,Eaton,IT Operations & Security,2013,13,0.32,10,Good,0.0,In Use,Reuse,2025-11-17,No,70,50
EW-2026-0236,Storage,Kingston IronWolf 6TB NAS HDD,Kingston,Hardware R&D,2013,13,0.68,8,Good,8.6,Processed,Reuse,2025-03-06,No,150,100
EW-2026-0237,Storage,Samsung IronWolf 6TB NAS HDD,Samsung,Software Engineering,2021,5,0.59,7,Good,7.9,In Use,Reuse,2024-09-21,No,150,100
EW-2026-0238,Networking,Netgear UniFi AP AC Pro,Netgear,Sales & Marketing,2017,9,0.29,7,Good,9.0,In Use,Reuse,2025-06-30,No,150,150
EW-2026-0239,Battery,APC Laptop Battery 62Wh,APC,Customer Operations,2022,4,0.37,6,Fair,0.0,Collected,Recycle,2025-07-22,No,70,50
EW-2026-0240,Storage,Western Digital Crucial MX500 2TB SSD,Western Digital,Hardware R&D,2020,6,0.11,6,Fair,4.0,In Use,Recycle,2024-09-11,No,180,80
EW-2026-0241,Peripheral,Epson A4Tech FK10 Keyboard,Epson,Human Resources,2024,2,0.66,4,Fair,1.8,Processed,Repair,2024-02-06,No,12,20
EW-2026-0242,Monitor,"LG Samsung S24R350 24""",LG,Customer Operations,2022,4,3.93,8,Good,20.8,Processed,Reuse,2024-10-05,No,180,750
EW-2026-0243,Computer,Apple Latitude 5420 Laptop,Apple,Software Engineering,2014,12,1.2,10,Good,60.2,Collected,Reuse,2024-03-03,No,1100,1200
EW-2026-0244,Storage,Western Digital Samsung 970 EVO 1TB SSD,Western Digital,Customer Operations,2017,9,0.09,10,Good,2.7,In Use,Reuse,2025-11-11,No,120,80
EW-2026-0245,Networking,Netgear UniFi AP AC Pro,Netgear,IT Operations & Security,2018,8,0.37,9,Good,9.2,Processed,Reuse,2026-01-01,No,150,150
EW-2026-0246,Computer,ASUS ThinkPad T14 Laptop,ASUS,Human Resources,2019,7,1.63,8,Good,68.3,Processed,Reuse,2024-08-29,No,1200,1200
EW-2026-0247,Monitor,"LG UltraSharp U2422H 24""",LG,Software Engineering,2013,13,3.44,1,Hazardous,21.9,Collected,Dispose,2025-05-11,No,250,750
EW-2026-0248,Monitor,"LG LG 27MP400 27""",LG,IT Operations & Security,2023,3,4.1,9,Good,26.0,In Use,Reuse,2024-04-27,No,210,750
EW-2026-0249,Storage,Western Digital Crucial MX500 2TB SSD,Western Digital,Sales & Marketing,2015,11,0.1,4,Fair,4.0,Processed,Repair,2025-03-23,No,180,80
EW-2026-0250,Computer,ASUS ThinkPad T14 Laptop,ASUS,Finance & Accounting,2019,7,1.74,7,Good,61.0,Collected,Reuse,2024-11-26,No,1200,1200
EW-2026-0251,Computer,Lenovo OptiPlex 7080 Desktop,Lenovo,IT Operations & Security,2023,3,7.97,5,Fair,165.5,Processed,Recycle,2024-01-25,No,850,1200
EW-2026-0252,Peripheral,Canon K120 Wired Keyboard,Canon,IT Operations & Security,2022,4,0.56,10,Good,1.9,In Use,Reuse,2025-10-31,No,15,20
EW-2026-0253,Peripheral,Canon LaserJet Pro MFP M428fdw,Canon,Human Resources,2014,12,11.44,7,Good,46.6,Collected,Reuse,2024-02-10,No,450,300
EW-2026-0254,Battery,HP Laptop Battery 62Wh,HP,Software Engineering,2019,7,0.29,9,Good,0.0,Collected,Reuse,2025-11-13,No,70,50
EW-2026-0255,Networking,Juniper Juniper EX2300 Switch,Juniper,Human Resources,2020,6,3.39,3,Poor,51.1,Collected,Recycle,2024-09-02,No,1200,400
EW-2026-0256,Storage,Kingston SanDisk Extreme Portable 1TB,Kingston,Software Engineering,2017,9,0.06,8,Good,2.8,In Use,Reuse,2024-07-13,No,140,70
EW-2026-0257,Computer,"HP MacBook Pro 16""",HP,Software Engineering,2023,3,1.79,1,Hazardous,98.5,Collected,Dispose,2025-01-09,No,2400,1200
EW-2026-0258,Mobile Device,Google Galaxy S21 Ultra,Google,Human Resources,2014,12,0.19,2,Poor,6.6,Collected,Recycle,2026-02-18,No,1199,80
EW-2026-0259,Mobile Device,Apple iPhone 12 Pro,Apple,IT Operations & Security,2025,1,0.19,1,Hazardous,4.7,Processed,Dispose,2025-05-01,No,999,80
EW-2026-0260,Computer,HP Latitude 5420 Laptop,HP,Hardware R&D,2013,13,1.38,10,Good,70.3,Processed,Reuse,2025-08-05,No,1100,1200
EW-2026-0261,Monitor,"ViewSonic UltraSharp U2422H 24""",ViewSonic,Human Resources,2014,12,4.05,10,Good,19.4,Processed,Reuse,2024-02-26,No,250,750
EW-2026-0262,Mobile Device,Samsung iPhone 12 Pro,Samsung,IT Operations & Security,2022,4,0.22,7,Good,5.2,Collected,Reuse,2025-10-08,No,999,80
EW-2026-0263,Monitor,"LG Samsung S24R350 24""",LG,Customer Operations,2019,7,3.35,10,Good,20.8,In Use,Reuse,2024-10-19,No,180,750
EW-2026-0264,Peripheral,HP K120 Wired Keyboard,HP,Hardware R&D,2017,9,0.44,4,Fair,1.8,In Use,Repair,2025-11-18,No,15,20
EW-2026-0265,Monitor,"BenQ P2722H 27"" Monitor",BenQ,Customer Operations,2016,10,4.18,7,Good,24.8,Collected,Reuse,2024-10-23,No,320,750
EW-2026-0266,Computer,Lenovo ThinkCentre M90q Tiny,Lenovo,Sales & Marketing,2016,10,1.39,9,Good,96.1,Processed,Reuse,2024-04-18,No,750,1200
EW-2026-0267,Monitor,"Dell BenQ GW2780 27""",Dell,Hardware R&D,2018,8,5.01,8,Good,23.8,In Use,Reuse,2025-12-31,No,230,750
EW-2026-0268,Peripheral,Canon K120 Wired Keyboard,Canon,Finance & Accounting,2018,8,0.57,4,Fair,1.8,Processed,Recycle,2024-02-14,No,15,20
EW-2026-0269,Storage,Samsung Crucial MX500 2TB SSD,Samsung,Finance & Accounting,2021,5,0.09,6,Fair,3.6,Collected,Recycle,2025-07-15,No,180,80
EW-2026-0270,Computer,"Dell MacBook Pro 16""",Dell,Customer Operations,2018,8,2.26,8,Good,98.0,Collected,Reuse,2024-01-04,No,2400,1200
EW-2026-0271,Computer,"Lenovo MacBook Pro 16""",Lenovo,Software Engineering,2020,6,2.04,10,Good,103.3,Collected,Reuse,2025-08-24,No,2400,1200
EW-2026-0272,Networking,Juniper Catalyst 9300 48-Port Switch,Juniper,Finance & Accounting,2021,5,6.17,8,Good,87.0,Collected,Reuse,2024-04-18,No,4500,500
EW-2026-0273,Monitor,"LG P2722H 27"" Monitor",LG,Software Engineering,2019,7,5.42,1,Hazardous,24.9,Processed,Dispose,2025-05-27,No,320,750
EW-2026-0274,Battery,Eaton ThinkPad Internal Battery,Eaton,Software Engineering,2019,7,0.26,5,Fair,0.0,Collected,Repair,2024-10-25,No,60,40
EW-2026-0275,Computer,"Apple iMac 27"" Retina",Apple,Finance & Accounting,2025,1,10.49,2,Poor,151.6,Processed,Recycle,2025-07-28,No,1800,1200
EW-2026-0276,Storage,Samsung IronWolf 6TB NAS HDD,Samsung,Finance & Accounting,2013,13,0.79,8,Good,8.6,In Use,Reuse,2026-01-25,No,150,100
EW-2026-0277,Peripheral,Logitech A4Tech FK10 Keyboard,Logitech,Customer Operations,2014,12,0.58,9,Good,1.9,Processed,Reuse,2025-09-21,No,12,20
EW-2026-0278,Networking,Ubiquiti Catalyst 9300 48-Port Switch,Ubiquiti,Human Resources,2016,10,8.04,10,Good,73.9,Processed,Reuse,2025-01-02,No,4500,500
EW-2026-0279,Computer,Dell Latitude 5420 Laptop,Dell,Software Engineering,2022,4,1.65,10,Good,61.3,In Use,Reuse,2024-09-24,No,1100,1200
EW-2026-0280,Mobile Device,Xiaomi Galaxy S21 Ultra,Xiaomi,Software Engineering,2017,9,0.24,6,Fair,5.5,Processed,Recycle,2025-03-04,No,1199,80
EW-2026-0281,Networking,Netgear Nighthawk AX12 Router,Netgear,Sales & Marketing,2017,9,1.22,8,Good,18.2,Collected,Reuse,2024-02-26,No,350,200
EW-2026-0282,Computer,"Lenovo iMac 27"" Retina",Lenovo,Customer Operations,2020,6,7.79,5,Fair,151.8,In Use,Recycle,2025-08-31,No,1800,1200
EW-2026-0283,Battery,Eaton CP1500PFCLCD UPS,Eaton,IT Operations & Security,2019,7,13.43,2,Poor,7.7,In Use,Dispose,2024-11-21,Yes,280,250
EW-2026-0284,Storage,Crucial Crucial MX500 2TB SSD,Crucial,IT Operations & Security,2013,13,0.11,6,Fair,4.4,Collected,Repair,2025-09-25,No,180,80
EW-2026-0285,Peripheral,HP LaserJet Pro MFP M428fdw,HP,Human Resources,2015,11,15.0,4,Fair,46.0,In Use,Repair,2025-11-10,No,450,300
EW-2026-0286,Peripheral,Canon LaserJet Pro MFP M428fdw,Canon,Finance & Accounting,2022,4,14.67,3,Poor,51.4,Processed,Recycle,2024-06-21,No,450,300
EW-2026-0287,Networking,Ubiquiti Nighthawk AX12 Router,Ubiquiti,Finance & Accounting,2025,1,1.57,8,Good,18.4,Processed,Reuse,2025-08-21,No,350,200
EW-2026-0288,Mobile Device,Xiaomi Pixel 6 Pro,Xiaomi,Customer Operations,2013,13,0.23,9,Good,5.0,Collected,Reuse,2026-01-07,No,899,80
EW-2026-0289,Battery,HP Back-UPS Pro BR1500MS,HP,Human Resources,2014,12,14.4,9,Good,7.6,In Use,Reuse,2025-08-07,No,300,250
EW-2026-0290,Battery,APC Laptop Battery 62Wh,APC,Finance & Accounting,2017,9,0.3,1,Hazardous,0.0,Processed,Dispose,2025-08-03,Yes,70,50
EW-2026-0291,Computer,Dell Latitude 5420 Laptop,Dell,Software Engineering,2018,8,1.15,1,Hazardous,60.9,Processed,Dispose,2025-05-24,Yes,1100,1200
EW-2026-0292,Battery,HP ThinkPad Internal Battery,HP,Software Engineering,2013,13,0.22,10,Good,0.0,In Use,Reuse,2025-02-26,No,60,40
EW-2026-0293,Networking,Ubiquiti UniFi AP AC Pro,Ubiquiti,IT Operations & Security,2022,4,0.35,2,Poor,9.3,Processed,Recycle,2024-06-14,No,150,150
EW-2026-0294,Mobile Device,Samsung Galaxy S21 Ultra,Samsung,Hardware R&D,2024,2,0.18,6,Fair,6.5,Processed,Recycle,2025-02-01,No,1199,80
EW-2026-0295,Mobile Device,Google Pixel 6 Pro,Google,IT Operations & Security,2021,5,0.21,5,Fair,4.7,Collected,Recycle,2025-04-27,No,899,80
EW-2026-0296,Networking,Netgear UniFi AP AC Pro,Netgear,Finance & Accounting,2016,10,0.35,7,Good,8.9,Collected,Reuse,2024-09-25,No,150,150
EW-2026-0297,Networking,Juniper UniFi AP AC Pro,Juniper,Human Resources,2022,4,0.39,8,Good,9.7,Collected,Reuse,2026-02-22,No,150,150
EW-2026-0298,Mobile Device,Google Galaxy Tab S7,Google,Software Engineering,2021,5,0.55,10,Good,7.7,In Use,Reuse,2025-05-08,No,649,100
EW-2026-0299,Peripheral,Canon MX Keys & Master 3 Combo,Canon,IT Operations & Security,2017,9,0.78,10,Good,5.0,Collected,Reuse,2025-01-29,No,200,50
EW-2026-0300,Peripheral,HP A4Tech FK10 Keyboard,HP,Software Engineering,2021,5,0.63,1,Hazardous,2.0,Collected,Dispose,2024-05-15,Yes,12,20
EW-2026-0301,Peripheral,Epson Epson EcoTank L3250,Epson,IT Operations & Security,2023,3,3.19,3,Poor,12.5,In Use,Recycle,2024-03-09,No,220,200
EW-2026-0302,Mobile Device,Apple Galaxy S21 Ultra,Apple,Finance & Accounting,2018,8,0.24,7,Good,6.3,In Use,Reuse,2025-10-11,No,1199,80
EW-2026-0303,Battery,Dell Eaton 5S 1500VA UPS,Dell,Finance & Accounting,2018,8,12.15,8,Good,8.8,Processed,Reuse,2025-07-16,No,260,250
EW-2026-0304,Mobile Device,Google Galaxy Tab S7,Google,Human Resources,2025,1,0.4,5,Fair,7.7,Collected,Recycle,2024-08-09,No,649,100
EW-2026-0305,Peripheral,Epson A4Tech FK10 Keyboard,Epson,Hardware R&D,2019,7,0.66,1,Hazardous,2.0,Collected,Dispose,2025-05-05,No,12,20
EW-2026-0306,Battery,APC ThinkPad Internal Battery,APC,Sales & Marketing,2020,6,0.2,2,Poor,0.0,Processed,Dispose,2024-04-17,Yes,60,40
EW-2026-0307,Monitor,"BenQ Samsung S24R350 24""",BenQ,Sales & Marketing,2025,1,3.35,6,Fair,23.3,Processed,Repair,2024-05-23,No,180,750
EW-2026-0308,Peripheral,HP LaserJet Pro MFP M428fdw,HP,Finance & Accounting,2018,8,11.19,9,Good,52.6,Collected,Reuse,2024-01-04,No,450,300
EW-2026-0309,Peripheral,HP Epson EcoTank L3250,HP,Software Engineering,2022,4,3.71,4,Fair,11.1,Collected,Recycle,2024-02-08,No,220,200
EW-2026-0310,Storage,Samsung WD Red Plus 4TB HDD,Samsung,Software Engineering,2014,12,0.47,3,Poor,5.5,Collected,Recycle,2025-04-20,No,110,100
EW-2026-0311,Battery,APC Eaton 5S 1500VA UPS,APC,Hardware R&D,2017,9,12.59,5,Fair,7.4,Collected,Repair,2025-09-14,No,260,250
EW-2026-0312,Computer,"Apple MacBook Pro 16""",Apple,Sales & Marketing,2018,8,1.89,4,Fair,96.7,Processed,Recycle,2025-04-23,No,2400,1200
EW-2026-0313,Storage,Seagate Samsung 970 EVO 1TB SSD,Seagate,IT Operations & Security,2021,5,0.09,3,Poor,3.1,In Use,Recycle,2024-01-04,No,120,80
EW-2026-0314,Monitor,"ViewSonic LG 27MP400 27""",ViewSonic,Human Resources,2022,4,4.49,4,Fair,26.7,Collected,Recycle,2024-01-31,No,210,750
EW-2026-0315,Storage,Samsung Samsung 970 EVO 1TB SSD,Samsung,Human Resources,2020,6,0.08,5,Fair,3.3,Processed,Repair,2024-03-16,No,120,80
EW-2026-0316,Networking,Cisco Catalyst 9300 48-Port Switch,Cisco,Hardware R&D,2018,8,6.04,4,Fair,73.5,Collected,Recycle,2025-07-07,No,4500,500
EW-2026-0317,Peripheral,Logitech Epson EcoTank L3250,Logitech,Software Engineering,2023,3,3.27,10,Good,12.1,Collected,Reuse,2025-09-07,No,220,200
EW-2026-0318,Computer,ASUS EliteBook 840 G8 Laptop,ASUS,Hardware R&D,2024,2,1.39,7,Good,59.5,Collected,Reuse,2024-05-12,No,1300,1200
EW-2026-0319,Storage,Samsung WD Red Plus 4TB HDD,Samsung,Software Engineering,2014,12,0.67,4,Fair,6.1,Processed,Repair,2025-02-04,No,110,100
EW-2026-0320,Networking,TP-Link UniFi AP AC Pro,TP-Link,Customer Operations,2023,3,0.36,8,Good,8.9,Processed,Reuse,2025-01-07,No,150,150
EW-2026-0321,Peripheral,Epson A4Tech FK10 Keyboard,Epson,IT Operations & Security,2015,11,0.63,4,Fair,2.0,Collected,Recycle,2024-02-06,No,12,20
EW-2026-0322,Battery,Dell Eaton 5S 1500VA UPS,Dell,Human Resources,2018,8,11.65,1,Hazardous,8.8,Processed,Dispose,2026-02-02,Yes,260,250
EW-2026-0323,Peripheral,Epson A4Tech FK10 Keyboard,Epson,Sales & Marketing,2013,13,0.54,3,Poor,2.1,Processed,Recycle,2024-10-07,No,12,20
